label,sentence1
1,"in bassil v. united states, 517 a.2d 714, 717 n. 5 (d.c. 1986), the court acknowledged that van arsdall effectively overruled its decision in springer."
1,"however, insofar as that case may be in conflict with the opinion in the present case it is overruled."
1,"to the extent that delaney suggests otherwise, it is disapproved."
1,we hold that carter and earlier decisions declaring that a motion for reconsideration of a summary judgment constitutes a motion for a new trial were incorrectly decided.
0,"roberts express v. bauman, 6th dist. lucas no. l-89-197, 1990 ohio app. lexis 1513 (apr. 20, 1990)."
1,"therefore, we reverse the decision of the commonwealth court and remand to that court for further proceedings in this matter not inconsistent with this opinion."
0,"and, on each occasion, the defense took issue with the reasons offered by the prosecutor in support of the strike."""""
1,"we reject the ""rule of completeness"" articulated in mcrae and expressly overrule that decision."
0,"18 a.l.r. fed. 2d 223 (originally published in 2007, continuously updated) (citing 28 u.s.c.  1332(d)(2))."
0,7. child custody: appeal and error.
0,"but see state v. parks, 265 kan. 644, 649, 962 p.2d 486 (1998) (noting victim impact statements could be used by sentencing judge in assessing extent of harm caused by defendant's conduct; and although statement contained information not bearing on that, record did not show court improperly considered it)."
1,i am troubled by the majority's decision to overrule these cases without first balancing the reliance interests that will be disturbed by overruling these cases against the costs of adhering to the holdings in smith and tatum in order to determine whether the dictates of stare decisis justify overruling those cases.
1,"miranda is inconsistent with the earlier issued opinion in garcia, we decline to follow it based on this circuit's rule that one panel may not overrule a prior panel opinion and the earlier precedent controls."
1,"while this course of action was proper under our earlier precedent, the supreme court's holding in glenn directly repudiated the application of any form of heightened standard of review to claims denials in which a conflict of interest is present."
0,"but that is a very narrow slice of the pie; we have said the term """"'questions of law' refers to those issues that were historically reviewable on habeasconstitutional and statutory-construction questions, not discretionary or factual questions."""""
1,"to the extent that they are inconsistent with our ruling here united states gypsum co. v. shaffer, supra, 7 cal.2d 454, is overruled and bernstein v. rubin, supra, 152 cal.app.2d 51; bank of america v. gesler, supra, 252 cal.app.2d 565 and estate of vose, supra, 4 cal.app.3d 454, are disapproved."
0, { 31} we find that the contempt in this case was criminal in nature.
1,"in what almost amounts to an afterthought, we employ a footnote to partially overrule more than fifteen published opinions of this court decided within the last six years."
1,"in light of the above described development of the law of sanctions, the persuasive reasoning of commentators, the combined wisdom of several other courts of appeals, and the fact that the supreme court significantly undercut gamble in roadway, we now most respectfully overrule gamble."
0,"accordingly, the relevance of ossorio's testimony with respect to the prejudice prong of strickland is substantially less than is typically the case with credible alibi evidence."
1,"thus, given the lack of meaningful analysis in gonzalez, that the gonzalez court misconstrued watson, and, critically, that the decision was at odds with well established case law, we now come to the conclusion that it must be overruled."
0,certified for partial publication.
0,"further, the prosecutor's closing arguments consistently tied the current incident to defendant's purported state of mind in 1991."
1,we disapprove of those statements in brooks and green because deterrence is directed at persons who have committed wrongful acts.
0,"the louisiana supreme court in cichirillo, clarified difference in considering evidence in support of a motion for summary judgment, as opposed to evidence in support of a peremptory exception of prescription."
0,the court of appeals affirmed.
0,"  aguilar's distinction between inherently and noninherently deadly weapons is reflected in calcrim no. 875's definition of """"deadly weapon,"""" which states: """"a deadly weapon other than a firearm is any object, instrument, or weapon that is [1] inherently deadly or [2] one that is used in such a way that it is capable of causing and likely to cause death or great bodily injury."""""
0,"a court of equity can refuse to require removal of an encroachment where """"the cost of removal by the defendant[s] would be greatly disproportionate to the injury to the plaintiff from [the] continuation"""" of the encroachment."
0,"after the evidence was presented at the denial hearing, the court ruled that it would enter a """"true finding as to the sole count of criminal trespass."""""
0,the spouse to whom a liability is allocated is responsible for paying that debt.
1,"we reject the defendant's contention that the marriage relationship and the right of consortium deriving therefrom preclude the state from ever establishing the nonconsensual entry requisite to the crime of burglary, and we disapprove the third district's contrary ruling in vazquez."
1,"1998), implicitly overruled that line of cases when it held that c.a.r. 26(a) ""guides the computation of time in determining whether a person has complied with the jurisdictional requirement; it does not alter the jurisdictional effect of a statutory deadline for taking an appeal."
1,we disapprove these cases.
0,"the speedy trial clock tolled from february 28 until march 1, 2017, while martin was without counsel."
0,"[4] balser remained in jail after this arrest, but the task force continued its investigation."
1,"having decided that united states v. hartley is no longer the law of this circuit, we remand to the original panel in this case all other matters to be resolved in this appeal."
1,"however, in in re taylor, 84 b.r. 159, 160 (bankr.e.d.mo. 1988), judge barta distinguished wallace and concluded that because the debtor made required contributions pursuant to a collective bargaining agreement and had no control over the amount contributed or the manner or time of distribution, the debtor's pension plan was not self-settled."
